points_share,VORP,PER,FG,2P,DWS,USG%,WS/48,WS,PTS,FTA
0.0,2.8,18.8,4.3,2.5,0.9,17.0,0.165,7.4,11.3,1.1
0.0,-0.1,7.6,1.8,1.3,0.1,19.6,-0.042,-0.1,4.7,0.9
0.0,1.8,17.3,4.1,4.1,2.9,16.1,0.151,7.3,10.0,2.3
0.0,-0.3,12.1,5.4,4.7,2.9,21.2,0.035,2.1,13.3,2.5
0.0,0.3,14.4,3.3,3.3,2.3,18.1,0.109,3.3,8.0,2.0
0.0,1.0,13.5,3.3,2.4,2.5,20.8,0.108,4.0,8.7,1.5
0.0,2.2,16.1,6.2,4.1,2.2,23.7,0.096,5.8,17.5,3.5
0.0,2.2,17.5,5.2,4.1,1.6,21.7,0.106,5.7,14.7,4.2
0.0,0.4,14.4,5.5,3.3,1.0,22.5,0.05,2.1,14.7,1.8
0.0,1.3,16.3,4.2,3.6,1.7,19.6,0.114,5.6,12.0,3.4
0.032,1.8,18.9,3.9,3.9,2.6,13.0,0.207,9.3,10.4,3.9
0.0,1.3,20.7,3.8,3.8,2.2,21.1,0.163,4.9,9.1,2.4
0.0,1.3,16.2,3.2,2.8,2.6,21.2,0.085,3.0,10.7,4.6
0.0,0.0,17.6,2.9,2.9,1.0,22.4,0.101,2.3,7.2,1.7
0.0,0.4,12.5,3.4,3.0,1.7,15.9,0.059,2.4,8.2,1.7
0.0,1.3,13.3,2.9,1.4,2.5,16.1,0.12,5.2,8.6,1.5
0.0,0.1,8.2,1.8,1.8,3.0,10.6,0.062,2.5,4.2,0.9
0.0,0.1,18.2,2.6,2.6,1.2,22.6,0.109,1.9,6.0,1.7
0.0,0.2,15.9,1.4,1.4,0.4,14.7,0.157,1.1,4.0,1.3
0.0,0.4,14.7,6.7,6.3,1.6,24.2,0.075,4.7,18.1,5.2
0.0,0.6,12.2,2.9,1.7,1.1,16.8,0.093,3.2,7.9,1.0
0.0,1.2,13.2,3.6,3.6,4.1,17.8,0.115,5.1,8.9,2.4
0.0,0.4,17.9,5.8,4.7,0.9,28.9,0.084,1.1,18.3,7.9
0.121,5.6,21.3,8.0,4.5,2.8,26.4,0.18,11.2,22.9,3.7
0.0,0.2,11.6,2.7,2.4,1.2,12.8,0.074,2.9,6.4,1.1
0.0,-0.2,10.1,0.9,0.9,0.2,10.5,0.087,1.2,2.5,1.0
0.0,-0.7,9.1,2.6,2.4,1.2,16.5,0.017,0.5,6.7,2.2
0.0,0.5,11.7,2.4,1.3,1.0,15.6,0.094,1.9,6.8,1.0
0.0,2.6,19.5,6.3,6.3,3.2,24.8,0.105,5.9,16.0,4.8
0.0,0.2,19.9,0.7,0.7,0.3,14.1,0.208,0.9,2.0,0.9
0.0,2.0,19.0,3.8,2.4,2.4,25.2,0.155,4.5,11.8,3.4
0.0,2.2,17.5,3.3,2.9,2.6,22.5,0.115,3.7,8.5,1.8
0.0,1.9,16.7,7.1,5.9,2.7,26.6,0.055,3.3,17.7,3.1
0.0,0.1,9.4,0.5,0.4,0.5,10.8,0.092,0.6,1.5,0.5
0.341,1.8,19.4,6.2,6.2,4.8,22.2,0.134,7.6,17.1,9.5
0.0,-0.1,8.8,2.1,1.5,1.5,13.2,0.049,1.2,5.1,0.7
0.0,3.4,15.7,4.8,2.6,1.9,18.2,0.099,5.8,14.3,2.9
0.0,1.3,17.0,4.7,4.7,2.7,23.4,0.116,4.0,12.6,4.4
0.0,-0.1,13.7,5.5,4.5,0.6,26.1,0.026,0.9,14.7,3.5
0.0,0.2,13.9,2.3,2.3,1.4,14.5,0.126,2.3,5.3,1.5
0.0,0.9,15.9,4.8,2.9,1.0,23.6,0.103,2.4,14.1,3.1
0.0,0.1,16.1,4.8,4.8,2.0,18.3,0.098,5.2,11.7,3.5
0.0,-0.3,14.0,3.6,3.6,1.0,17.9,0.051,2.1,9.0,2.4
0.459,3.1,23.0,7.9,7.5,2.3,27.7,0.206,9.3,20.3,5.0
0.007,2.2,19.4,5.6,5.3,4.1,18.1,0.181,9.4,13.2,2.4
0.0,-0.4,6.0,0.9,0.8,0.4,18.2,-0.031,-0.3,2.1,0.3
0.0,2.0,18.3,5.1,3.8,2.5,20.5,0.159,6.7,13.2,2.2
0.0,0.1,13.8,2.0,1.4,0.3,20.4,0.115,1.0,5.3,1.0
0.0,1.2,17.2,3.6,3.6,2.5,14.5,0.171,6.5,8.0,1.3
0.0,0.3,13.3,3.9,3.9,2.4,17.2,0.084,3.5,8.7,1.3
0.0,0.2,13.5,1.8,1.6,0.5,16.6,0.113,0.9,4.5,0.8
0.0,0.7,17.7,4.5,4.0,0.0,25.7,0.084,2.9,14.4,5.7
0.0,0.1,13.1,2.2,2.2,1.5,14.6,0.116,2.7,5.9,2.0
0.0,0.7,17.5,3.6,3.6,2.9,20.6,0.117,4.4,9.4,3.4
0.0,1.8,16.4,6.7,4.5,0.7,24.2,0.088,5.8,19.0,3.9
0.903,6.4,26.4,5.9,4.8,3.4,22.6,0.287,13.9,16.9,4.6
0.0,1.6,15.7,3.7,3.5,1.5,17.9,0.12,5.4,9.6,2.4
0.0,0.1,13.9,3.1,3.1,0.6,13.7,0.128,1.2,7.2,2.2
0.0,-0.1,8.1,1.8,0.4,0.9,11.8,0.061,1.5,5.1,0.4
0.0,0.1,16.7,2.6,1.6,0.6,25.4,0.101,0.6,7.0,1.0
0.0,1.2,14.7,3.7,1.9,1.9,19.3,0.126,5.4,10.9,2.0
0.0,-0.1,8.6,0.7,0.7,0.4,14.3,0.007,0.0,1.8,0.8
0.0,-0.1,0.7,1.0,0.0,0.0,22.4,-0.181,-0.1,5.0,2.0
0.0,-0.2,7.9,1.5,1.2,0.1,20.2,0.017,0.1,5.3,2.7
0.0,-0.4,4.8,1.3,1.2,0.4,14.0,-0.014,-0.1,3.2,0.8
0.0,-0.6,10.6,4.1,3.8,0.9,25.0,0.016,0.4,9.8,1.5
0.013,2.3,19.2,6.2,6.2,3.8,24.5,0.133,5.6,14.8,3.0
0.0,-0.4,8.0,2.2,1.4,1.5,18.7,0.013,0.3,6.2,1.3
0.0,-0.1,3.3,0.1,0.1,0.1,5.7,-0.005,0.0,0.2,0.2
0.0,2.7,13.5,2.0,0.5,2.8,11.6,0.128,5.4,6.0,0.6
0.0,1.5,12.5,4.4,2.5,2.6,17.5,0.086,4.6,12.4,2.3
0.0,-0.3,3.4,1.3,1.2,0.1,16.3,-0.116,-0.5,2.9,0.5
0.0,-0.2,8.5,1.8,1.0,0.2,17.5,0.037,0.4,4.9,0.6
0.0,0.4,15.2,3.1,3.1,2.2,17.2,0.107,3.4,7.2,1.3
0.0,0.2,13.3,1.2,1.1,0.5,11.5,0.135,1.1,2.5,0.3
0.0,-0.2,7.7,1.7,0.8,0.4,16.4,0.034,0.4,5.3,1.2
0.659,3.8,24.4,7.1,7.1,4.9,27.8,0.191,8.3,17.8,4.3
0.0,0.6,10.9,1.8,1.6,3.0,13.3,0.081,2.7,4.0,0.5
0.0,-0.1,10.3,2.0,1.2,0.1,25.1,-0.012,0.0,5.1,0.4
0.0,-0.3,10.8,1.0,1.0,1.2,14.9,0.082,1.2,2.6,0.7
0.0,-0.1,11.1,1.9,0.9,0.9,18.2,0.071,1.2,5.2,0.8
0.0,0.8,15.3,3.5,2.4,1.3,18.7,0.126,4.3,9.4,1.8
0.0,-0.1,9.9,1.4,1.4,0.0,22.0,0.039,0.0,3.0,0.1
0.0,2.1,18.0,5.3,5.0,2.5,19.0,0.127,5.3,12.1,1.5
0.0,0.0,11.2,1.4,0.7,0.1,16.4,0.128,0.2,4.4,1.0
0.04,3.6,19.1,6.2,4.3,3.7,27.4,0.135,7.2,18.6,5.5
0.0,0.3,15.0,2.4,0.9,0.3,19.6,0.146,1.3,8.4,2.2
0.0,1.0,16.0,4.7,3.6,0.6,17.8,0.127,4.3,12.7,2.3
0.876,5.0,23.0,9.5,7.8,2.6,31.9,0.174,10.9,27.3,8.0
0.0,0.2,16.7,3.3,3.3,1.3,21.4,0.092,2.0,8.3,2.1
0.0,0.8,13.5,1.7,0.5,1.0,14.4,0.137,2.6,4.8,0.2
0.0,-0.2,8.0,1.0,0.3,0.4,9.2,0.056,1.0,2.9,0.3
0.0,0.5,11.5,4.4,3.9,2.1,16.8,0.065,3.6,10.4,1.6
0.0,0.1,12.8,1.6,1.6,3.5,11.0,0.105,4.3,4.5,2.8
0.0,-0.2,6.6,0.4,0.4,0.2,7.1,-0.017,-0.1,0.7,0.0
0.0,0.0,13.0,1.9,1.6,0.1,21.9,0.037,0.3,5.3,1.4
0.0,0.5,22.1,5.3,5.3,0.6,25.7,0.191,2.7,14.2,4.5
0.0,-0.5,2.4,0.4,0.4,0.1,10.6,-0.042,-0.3,1.2,0.6
0.0,0.0,9.1,1.6,0.8,0.3,13.0,0.062,0.3,4.6,0.8
0.0,0.2,14.2,3.2,2.7,0.7,19.3,0.071,2.2,8.2,1.6
0.0,0.3,17.4,1.7,1.6,1.1,14.4,0.207,2.7,4.9,2.2
0.0,-0.1,-0.2,2.0,2.0,0.0,23.3,-0.146,-0.1,4.5,2.0
0.0,0.1,7.7,0.2,0.2,1.0,3.7,0.102,1.1,0.5,0.2
0.0,-0.4,3.0,0.2,0.2,0.5,7.5,0.045,0.4,1.1,0.8
0.0,-0.3,10.2,3.2,1.9,-0.1,14.5,0.034,1.6,8.8,1.4
0.0,0.3,12.4,3.9,2.3,1.6,20.2,0.091,3.6,10.4,1.2
0.0,-1.2,8.7,1.5,1.5,0.4,11.5,0.006,0.1,3.5,1.1
0.0,1.2,11.9,2.4,2.0,2.3,12.0,0.124,4.4,5.8,0.9
0.0,1.6,16.0,4.5,2.5,2.0,21.0,0.157,7.0,14.0,3.2
0.0,-0.3,13.6,2.1,2.1,1.3,16.3,0.109,2.7,5.8,1.9
0.0,2.1,16.0,3.0,1.3,2.1,18.7,0.132,4.9,9.2,1.8
0.0,-0.9,6.4,1.1,0.9,0.6,14.0,0.026,0.6,3.4,1.4
0.003,1.2,17.1,6.9,6.9,4.3,25.8,0.108,5.7,16.2,3.3
0.0,-0.1,8.1,1.2,0.5,0.5,11.3,0.066,1.0,3.2,0.3
0.0,1.5,13.3,3.7,1.4,1.5,18.6,0.101,3.5,10.6,0.8
0.0,-0.3,7.7,0.8,0.7,0.7,11.0,0.001,0.0,2.0,0.5
0.0,0.5,10.8,2.7,1.5,2.1,14.7,0.085,3.1,7.7,1.6
0.0,-0.1,8.1,0.6,0.1,0.2,14.2,0.054,0.2,1.6,0.1
0.0,0.4,12.6,4.1,2.4,1.1,18.5,0.07,1.4,10.5,1.0
0.0,-0.2,8.8,0.8,0.8,0.4,9.1,0.071,0.4,1.9,0.9
0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0
0.0,1.3,21.7,5.5,5.5,1.1,18.7,0.173,3.3,14.1,4.1
0.0,-0.2,9.2,2.2,1.9,1.1,16.9,0.023,0.5,5.5,0.9
0.0,1.2,13.6,3.7,2.0,1.7,17.3,0.109,4.4,10.5,1.7
0.0,0.8,13.0,4.5,3.7,1.8,18.3,0.084,4.3,11.5,2.0
0.0,0.4,15.3,1.8,1.8,1.3,12.1,0.181,3.1,4.2,1.0
0.0,1.4,10.7,2.1,0.2,1.6,11.0,0.119,4.4,6.6,0.5
0.0,0.7,11.7,2.5,0.9,0.8,13.2,0.097,2.4,7.3,0.8
0.0,1.3,11.6,2.6,2.0,2.5,14.5,0.072,3.1,7.7,2.8
0.0,0.0,7.0,0.4,0.4,0.1,10.1,0.029,0.1,1.0,0.1
0.0,-0.3,10.3,2.4,1.2,0.2,23.3,-0.017,-0.2,6.5,0.4
0.0,2.0,15.5,3.9,2.5,2.8,18.1,0.146,6.3,10.3,1.5
0.0,0.0,-30.2,0.0,0.0,0.0,28.4,-0.779,-0.1,0.0,0.0
0.0,-0.1,9.5,2.8,2.4,0.3,20.0,0.009,0.0,6.7,1.1
0.0,0.4,14.4,5.0,3.7,0.7,22.3,0.062,1.8,12.9,1.8
0.0,-0.1,16.3,4.7,4.7,1.6,25.3,0.058,1.6,10.5,1.3
0.0,-0.2,7.7,1.3,1.2,0.2,22.2,-0.034,-0.1,3.3,1.0
0.0,-0.6,12.7,4.1,2.6,-0.2,27.8,-0.018,-0.6,11.2,1.7
0.0,-0.2,6.7,1.5,0.3,0.7,11.2,0.047,1.4,4.2,0.2
0.099,2.1,20.0,6.6,6.3,3.4,22.7,0.175,9.0,16.6,4.1
0.0,0.2,10.6,1.3,0.7,1.0,13.1,0.035,0.9,3.5,0.4
0.0,-0.2,6.2,1.1,0.6,0.4,11.8,0.009,0.1,2.6,0.2
0.0,0.3,11.8,2.5,1.5,0.9,16.6,0.103,2.5,6.3,0.4
0.0,0.2,11.3,1.4,1.0,0.7,13.0,0.045,0.8,3.4,0.4
0.0,2.9,17.6,4.4,3.9,2.6,17.4,0.142,6.0,12.4,3.9
0.0,0.1,10.9,1.9,1.0,0.5,18.5,0.039,0.8,5.6,1.2
0.0,0.2,13.5,2.0,1.6,0.5,21.4,0.086,0.9,5.2,1.0
0.0,0.5,11.8,1.6,0.9,1.1,12.8,0.133,2.5,4.2,0.2
0.0,0.3,18.6,2.9,2.9,1.2,18.7,0.137,2.2,6.7,1.2
0.0,-0.1,6.3,0.5,0.3,0.3,16.4,0.02,0.1,1.3,0.1
0.0,-0.3,6.0,1.8,0.7,0.2,14.7,-0.004,0.0,5.3,0.9
0.0,0.3,10.0,1.2,0.8,1.0,12.7,0.06,1.1,3.0,0.7
0.0,0.0,12.0,1.6,1.2,0.3,19.6,0.084,0.7,4.0,0.5
0.0,0.0,8.3,0.8,0.8,0.0,14.0,0.041,0.1,2.8,1.7
0.0,0.3,16.8,3.3,2.2,0.6,25.3,0.117,2.1,8.7,1.5
0.0,-0.6,10.3,2.2,1.5,0.0,14.9,0.039,1.2,6.1,1.3
0.0,-0.2,15.1,3.4,3.4,0.8,22.1,0.065,1.7,7.8,1.3
0.0,0.1,11.0,3.1,2.0,1.4,20.6,0.02,0.8,8.6,1.9
0.0,-0.1,9.0,0.8,0.7,0.1,20.7,-0.073,-0.2,2.1,0.5
0.0,0.8,17.5,4.0,4.0,1.9,20.0,0.159,6.2,10.8,3.4
0.0,1.6,21.9,4.2,4.2,2.5,26.5,0.153,4.9,10.3,2.6
0.0,0.5,16.4,5.6,5.1,0.3,23.5,0.073,3.3,15.5,4.6
0.0,0.1,9.4,0.8,0.8,1.0,10.0,0.075,1.1,1.9,1.0
0.0,-0.6,11.5,2.6,2.6,1.6,14.8,0.072,2.5,5.8,0.8
0.0,0.3,13.9,1.3,0.8,0.4,18.0,0.106,0.9,3.8,0.7
0.002,1.2,20.2,6.2,6.2,2.1,22.5,0.163,6.7,16.3,5.2
0.0,0.1,12.3,3.5,3.5,2.7,15.5,0.101,4.7,8.7,1.9
0.015,0.9,17.3,4.9,4.9,4.9,22.5,0.129,6.1,11.9,2.8
0.0,0.7,13.0,1.3,0.6,1.3,11.7,0.123,3.2,3.5,0.3
0.0,0.0,29.2,1.0,1.0,0.0,37.2,0.061,0.0,2.0,0.0
0.0,-0.4,7.6,1.1,1.1,0.8,12.0,0.059,0.7,2.5,0.8
0.0,0.1,14.5,1.6,1.6,0.7,19.7,0.129,1.0,3.9,0.6
0.0,0.5,12.4,2.8,1.6,1.2,18.0,0.084,2.2,7.7,1.1
0.0,0.3,16.9,2.1,1.4,0.5,25.3,0.1,0.8,5.2,0.7
0.0,-0.6,7.8,1.2,0.7,0.2,13.6,-0.012,-0.2,3.0,0.3
0.0,-0.3,6.2,0.8,0.7,0.2,25.8,-0.077,-0.4,2.2,0.7
0.0,0.8,11.7,3.6,1.4,0.9,18.1,0.08,3.7,10.8,1.8
0.0,-0.2,9.3,0.8,0.8,0.4,14.2,0.019,0.1,1.9,0.9
0.0,-0.3,14.6,4.6,4.6,0.9,18.2,0.075,3.6,10.9,2.5
0.0,0.8,16.7,5.3,5.2,1.9,23.3,0.096,4.4,12.8,2.8
0.0,0.0,14.8,0.8,0.5,0.0,29.6,0.033,0.0,2.0,0.3
0.0,0.1,12.6,3.6,2.2,0.8,23.6,0.052,1.6,10.7,2.3
0.0,0.2,11.1,1.5,1.0,1.4,17.1,0.07,1.3,3.8,0.6
0.0,0.1,10.4,0.6,0.6,0.8,8.6,0.1,1.2,1.4,0.5
0.0,0.1,14.6,2.3,2.3,1.5,19.0,0.126,2.2,5.4,1.1
0.0,0.1,10.3,2.0,2.0,0.8,12.9,0.052,1.1,4.7,1.0
0.0,0.0,15.0,6.3,6.3,0.9,25.4,0.035,0.8,15.1,3.4
0.0,0.1,16.7,1.7,1.7,0.6,14.1,0.149,1.7,3.7,0.6
0.0,-0.4,6.8,1.0,0.7,0.3,14.8,-0.017,-0.2,2.7,0.6
0.0,-0.5,12.0,4.8,3.2,0.8,22.8,0.022,1.1,13.3,3.0
0.0,-0.2,13.4,1.4,1.4,0.4,15.6,0.064,1.0,4.0,1.9
0.0,-0.4,3.4,0.6,0.6,0.1,13.8,-0.024,-0.1,1.3,0.3
0.0,-0.1,1.2,0.2,0.2,0.1,12.1,-0.059,-0.1,0.6,0.3
0.0,-0.3,7.0,1.5,1.0,0.5,13.9,-0.005,-0.1,3.8,0.6
0.0,0.0,13.5,2.5,2.4,1.4,14.9,0.146,2.7,6.0,1.4
0.0,-0.1,15.6,1.4,1.4,0.6,22.5,0.073,0.5,3.7,1.2
0.0,-0.1,8.5,0.5,0.5,0.1,20.3,-0.017,0.0,1.6,0.8
0.0,-0.4,9.3,1.1,1.1,0.4,16.6,0.022,0.2,2.6,0.5
0.0,0.2,14.6,2.5,1.6,-0.1,23.9,0.052,1.1,7.2,1.4
0.0,0.1,10.0,1.9,1.0,0.3,14.3,0.057,1.4,5.3,0.6
0.0,0.0,15.3,2.2,2.2,2.2,20.6,0.154,4.4,7.0,3.7
0.0,0.0,14.4,1.3,1.3,0.1,15.5,0.086,0.4,3.1,1.5
0.0,-0.2,12.2,2.2,1.7,0.3,22.1,0.061,0.7,5.7,1.2
0.0,0.1,12.8,1.7,1.7,0.8,14.5,0.077,1.2,3.7,0.9
0.0,0.4,16.1,2.4,2.4,1.2,14.7,0.172,4.0,6.0,1.9
0.0,-0.4,5.0,1.0,0.7,0.1,25.4,-0.079,-0.3,2.8,0.7
0.0,-0.6,9.3,1.7,1.1,0.3,18.4,0.008,0.2,4.5,1.0
0.0,0.0,13.8,0.4,0.4,0.1,13.2,0.133,0.2,1.3,0.7
0.0,0.0,-6.7,0.0,0.0,0.0,29.7,-0.439,-0.1,0.0,0.0
0.0,1.1,16.3,5.6,4.6,0.7,23.0,0.067,3.8,13.9,2.0
0.0,0.0,-1.9,0.3,0.3,0.0,34.2,-0.375,0.0,0.7,0.0
0.0,-0.1,-5.7,0.0,0.0,0.0,7.2,-0.172,-0.1,0.0,0.0
0.0,0.3,11.4,1.4,0.7,1.0,16.4,0.115,1.5,4.0,0.6
0.0,0.3,13.0,2.1,1.3,0.6,18.7,0.091,1.7,6.1,1.1
0.0,0.0,11.9,3.0,3.0,0.0,23.9,0.051,0.0,7.0,1.5
0.0,-0.5,12.3,4.1,2.8,0.7,21.7,0.005,0.1,10.6,1.9
0.0,1.0,16.3,4.6,2.7,0.1,23.1,0.089,3.2,12.7,1.8
0.0,0.6,11.0,2.0,0.9,0.6,14.7,0.059,1.3,5.5,0.4
0.0,0.0,14.7,1.0,1.0,0.1,15.9,0.117,0.2,2.4,0.8
0.0,0.1,11.6,1.0,1.0,1.5,10.1,0.134,2.2,2.4,0.8
0.0,-0.8,4.8,1.3,1.0,0.2,15.7,-0.032,-0.4,3.3,0.7
0.0,-0.1,4.0,2.0,1.6,0.1,26.2,-0.075,-0.1,5.4,1.6
0.013,2.5,17.9,6.1,5.0,1.8,22.3,0.141,7.4,16.7,4.3
0.0,-0.3,9.0,1.1,1.1,0.4,13.1,0.05,0.5,2.8,1.0
0.0,0.3,12.8,2.0,1.1,0.3,20.8,0.061,1.1,5.3,0.4
0.0,0.0,8.5,0.7,0.5,0.0,19.9,0.002,0.0,1.7,0.3
0.0,0.0,12.8,0.0,0.0,0.0,18.1,0.082,0.0,0.0,0.0
0.0,-0.6,11.3,2.8,2.8,1.7,15.3,0.047,1.8,6.9,2.0
0.0,-0.1,9.3,0.9,0.8,0.3,21.7,0.017,0.1,2.6,0.8
0.0,0.9,11.3,2.2,0.4,0.8,13.0,0.116,4.0,6.6,0.4
0.0,0.2,10.7,1.1,1.1,0.4,9.4,0.06,1.5,2.7,0.6
0.0,-1.5,10.3,4.2,4.2,2.2,23.5,0.004,0.1,9.1,1.1
0.0,0.1,13.0,4.0,3.3,0.8,21.0,0.055,2.5,11.5,3.6
0.0,0.3,16.6,3.9,3.5,0.5,27.0,0.067,1.7,9.8,2.0
0.0,2.1,18.7,3.9,3.9,3.5,18.2,0.197,8.2,10.3,3.5
0.0,-0.1,15.9,1.8,1.8,0.4,16.7,0.159,0.7,4.2,1.7
0.0,-0.1,1.6,0.4,0.4,0.0,22.4,-0.107,-0.1,0.7,0.3
0.0,0.0,18.5,2.7,2.7,0.5,20.2,0.147,1.4,6.7,2.1
0.0,0.0,5.9,0.6,0.6,0.0,23.1,-0.051,0.0,1.3,0.3
0.0,0.5,14.6,2.7,2.0,0.2,21.6,0.078,2.2,7.1,1.0
0.0,0.6,14.0,2.5,1.2,1.1,21.9,0.069,1.6,6.8,0.7
0.133,2.8,19.2,7.6,7.6,3.7,23.2,0.15,9.1,18.5,4.1
0.01,4.2,20.3,6.3,4.2,1.8,24.4,0.184,10.9,18.9,4.7
0.0,-0.1,9.6,1.2,0.9,0.0,17.5,0.017,0.1,3.5,1.1
0.0,-0.4,7.8,1.0,1.0,0.4,19.6,-0.003,0.0,2.3,0.4
0.0,0.2,13.1,4.1,3.4,0.8,22.2,0.041,1.2,10.5,2.1
0.0,0.0,11.5,3.6,2.3,1.5,21.7,0.06,1.9,9.5,1.1
0.0,-0.1,6.2,0.4,0.4,0.1,21.5,-0.049,-0.1,1.0,0.3
0.0,0.1,13.2,1.4,0.9,0.1,19.2,0.035,0.3,3.7,0.5
0.0,-0.4,10.5,3.7,2.9,1.5,16.9,0.036,1.9,10.3,2.5
0.0,0.0,14.0,0.9,0.9,0.1,16.4,0.135,0.3,2.5,1.3
0.0,-0.4,8.1,1.5,1.0,0.3,16.2,0.016,0.2,4.0,0.8
0.0,-0.6,7.6,1.3,1.2,0.2,17.3,0.002,0.0,3.9,1.8
0.0,2.5,17.4,4.9,3.1,2.4,25.1,0.136,5.9,13.1,2.1
0.0,2.1,16.2,7.3,6.1,3.3,26.3,0.071,4.6,19.2,4.6
0.0,0.3,17.1,2.3,2.0,0.4,18.1,0.128,0.7,5.5,0.9
0.0,0.1,12.6,3.4,2.3,0.4,20.5,0.066,0.7,9.4,1.8
0.0,1.5,18.7,4.3,4.3,3.7,16.9,0.149,6.0,9.8,1.9
0.0,-0.2,11.2,4.9,3.8,0.6,23.8,0.007,0.1,12.7,2.2
0.0,1.3,19.7,5.2,5.2,2.3,19.9,0.142,6.9,12.7,3.4
0.0,-0.3,10.5,1.7,1.7,2.0,13.6,0.069,1.7,4.0,0.9
0.0,0.3,18.4,1.6,1.6,0.4,16.2,0.176,1.0,3.9,1.1
0.0,0.1,10.7,1.4,0.6,0.1,13.1,0.112,0.2,3.6,0.3
0.0,-0.6,7.8,1.6,1.5,1.5,15.7,0.028,0.5,4.1,1.2
0.0,1.1,13.9,2.4,1.3,1.3,17.2,0.12,3.8,6.8,1.1
0.0,0.4,12.4,2.9,2.3,1.5,15.7,0.08,2.3,7.3,1.3
0.0,-0.9,10.9,2.0,2.0,0.9,19.1,-0.002,-0.1,4.8,1.6
0.0,0.9,16.0,4.6,4.2,2.8,20.9,0.096,4.5,11.0,1.9
0.0,-1.2,7.9,2.2,1.8,1.4,17.0,0.019,0.6,5.6,1.0
0.0,0.0,9.7,2.3,0.9,0.9,19.5,0.047,0.7,6.6,0.7
0.0,0.5,13.4,2.6,1.5,1.0,19.9,0.089,2.4,7.5,1.2
0.0,0.4,12.9,1.6,0.9,0.9,17.1,0.117,1.6,4.5,0.6
0.0,0.0,14.7,1.2,1.2,0.7,13.9,0.125,1.2,2.8,0.9
0.0,1.1,13.9,5.6,3.9,1.8,20.9,0.069,4.2,15.3,2.8
0.0,1.6,13.9,3.7,1.9,2.4,16.9,0.138,6.3,11.4,2.6
0.0,-0.3,11.3,1.2,1.2,0.8,13.6,0.125,1.7,3.4,1.5
0.0,-0.2,10.4,2.5,1.9,0.1,22.5,-0.002,0.0,6.8,1.6
0.0,0.0,6.0,0.5,0.5,0.0,31.0,-0.23,-0.1,1.3,0.3
0.0,-0.2,8.9,1.5,1.5,0.3,18.8,-0.003,0.0,3.3,0.6
0.0,-0.4,9.6,1.8,1.7,0.2,21.1,-0.025,-0.2,4.8,1.2
0.0,-0.3,10.2,1.2,1.2,0.5,17.4,0.01,0.1,2.8,0.9
0.0,-0.3,11.5,2.4,2.4,0.1,21.7,-0.001,0.0,6.9,3.1
0.0,-0.2,0.1,0.6,0.5,0.1,26.4,-0.143,-0.2,2.0,1.1
0.0,-0.3,6.3,1.3,0.9,0.1,20.4,-0.025,-0.1,3.4,0.7
0.0,-0.1,7.5,1.0,0.8,1.1,13.2,0.062,0.9,2.8,0.8
0.0,0.0,11.2,0.5,0.5,0.0,18.3,0.087,0.1,2.5,1.5
0.0,0.0,4.3,0.5,0.5,0.0,26.1,-0.124,0.0,1.0,0.0
0.0,-0.3,7.7,1.8,0.6,0.2,14.3,0.026,0.5,5.4,0.8
0.0,0.0,9.8,1.8,1.3,0.3,14.7,0.059,0.4,4.9,1.3
0.0,-0.4,-3.8,0.2,0.2,0.1,16.6,-0.219,-0.6,0.8,0.5
0.0,-0.1,12.4,1.4,1.3,0.2,23.0,0.001,0.0,4.0,1.8
0.0,-0.1,1.9,0.3,0.3,0.0,23.4,-0.22,-0.1,0.9,0.2
0.0,-0.3,5.8,1.0,0.5,0.4,19.2,-0.019,-0.2,2.8,0.2
0.0,-0.1,10.6,1.4,1.0,0.4,18.7,0.032,0.4,4.0,0.8
0.0,-0.3,7.5,0.8,0.8,0.3,15.5,-0.005,0.0,1.9,0.4
0.0,-0.3,8.2,2.4,1.4,0.2,21.6,0.013,0.1,7.4,1.9
0.0,0.0,7.7,0.9,0.9,0.4,8.7,0.035,0.3,2.0,0.4
0.0,0.0,12.6,1.0,0.8,0.0,28.3,-0.022,0.0,2.3,0.3
0.0,-0.2,6.2,1.2,1.2,0.0,17.4,-0.016,-0.1,3.2,1.3
0.0,-0.3,11.0,1.5,1.5,0.6,18.3,0.048,0.4,3.5,0.4
0.0,-0.4,7.1,1.1,0.9,0.1,24.7,-0.082,-0.5,2.8,0.7
0.0,0.1,15.7,2.7,2.7,1.7,21.7,0.106,2.3,6.6,1.9
0.0,0.0,-6.4,0.0,0.0,0.0,14.8,-0.264,0.0,0.0,0.0
0.0,0.0,12.3,2.0,1.8,0.4,19.1,0.046,0.3,4.6,0.9
0.0,0.0,-19.4,0.0,0.0,0.0,22.8,-0.571,0.0,0.0,0.0
0.0,-0.1,1.3,0.6,0.6,0.0,13.1,-0.124,-0.2,1.4,0.3
0.0,-0.1,-15.2,0.0,0.0,0.0,22.1,-0.433,-0.2,0.3,0.5
0.0,-0.1,8.3,2.2,2.2,0.1,17.0,-0.017,0.0,5.8,2.0
0.0,-0.4,9.3,0.9,0.9,1.5,10.7,0.066,1.5,2.4,1.0
0.0,-0.1,0.6,0.2,0.2,0.1,17.0,-0.127,-0.1,0.9,0.8
0.0,-0.2,7.9,1.0,0.7,0.2,16.1,0.021,0.2,2.9,0.7
0.0,0.0,-6.1,0.3,0.3,0.0,27.1,-0.369,-0.1,1.0,0.3
